title,date,keywords,keyphrase,popular words
First four weeks at Futurice,23 Sept 2020,"['futurice', 'hire', 'commerce', 'consultancy', 'devop']","['opportunities futurice', 'trust futurice', 'futurice presented', 'futurice ruminations']","[('work', 14), ('people', 10), ('project', 9), ('futurice', 8), ('developer', 8), ('career', 6), ('different', 5), ('good', 5), ('interview', 5), ('team', 5)]"
Energy Expert Interview with Dr. Carlos Härtel,18 Sept 2020,"['hardware', 'digitalizing', 'innovation', 'energy', 'härtel']","['digital energy', 'digitalizing energy', 'future energy', 'trends energy']","[('energy', 24), ('need', 12), ('future', 10), ('change', 10), ('company', 10), ('digital', 9), ('sector', 9), ('role', 8), ('business', 8), ('carlos', 6)]"
How I learned to stop worrying and love data - a service designer speaks,9 Sept 2020,"['datum', 'design', 'consultant', 'marketing', 'insight']","['data experiences', 'designer data', 'data developing', 'incorporate data']","[('datum', 31), ('team', 16), ('data', 15), ('test', 12), ('service', 9), ('hypothesis', 9), ('customer', 9), ('create', 8), ('new', 8), ('result', 7)]"
Data and ecosystems are the future of healthcare,4 Sept 2020,"['healthcare', 'medtech', 'digitalisation', 'innovate', 'provider']","['digitalisation healthcare', 'data healthcare', 'transformation healthcare', 'google health']","[('service', 30), ('ecosystem', 27), ('healthcare', 24), ('company', 24), ('new', 18), ('digital', 17), ('patient', 13), ('market', 12), ('need', 12), ('change', 12)]"
Hacker News Favorites,31 Aug 2020,"['hackernew', 'bookmark', 'favorite', 'curate', 'article']","['favorited articles', 'favourited articles', 'hacker favorites', 'news favorites']","[('article', 6), ('hacker', 5), ('news', 3), ('favorited', 3), ('submission', 3), ('tech', 2), ('information', 2), ('favorite', 2), ('bookmark', 2), ('member', 2)]"
How to heal the supply chain issues within healthcare ,28 Aug 2020,"['healthcare', 'hospital', 'industry', 'shortage', 'digitalisation']","['healthcare manufacturers', 'industry healthcare', 'healthcare industry', 'healthcare supply']","[('healthcare', 28), ('supply', 25), ('chain', 20), ('cost', 16), ('process', 14), ('datum', 13), ('industry', 9), ('change', 9), ('digital', 9), ('right', 8)]"
Our three-step formula to building winning digital healthcare services,26 Aug 2020,"['digitalisation', 'service', 'healthcare', 'workload', 'leverage']","['digital service', 'digital healthcare', 'digital services', 'services healthcare']","[('healthcare', 23), ('service', 19), ('digital', 18), ('customer', 13), ('patient', 11), ('need', 10), ('industry', 10), ('step', 9), ('datum', 9), ('build', 7)]"
"Interview with Friedrich Lämmel, Co-Founder Thryve",25 Aug 2020,"['digitalization', 'health', 'lämmel', 'medtech', 'telemedicine']","['digital health', 'digital care', 'health transformation', 'based healthcare']","[('health', 39), ('digital', 25), ('healthcare', 17), ('need', 17), ('new', 12), ('datum', 10), ('service', 9), ('user', 9), ('thryve', 8), ('industry', 8)]"
Interview with Mobility Expert Augustin Friedel,19 Aug 2020,"['mobility', 'uber', 'micromobilty', 'manufacturer', 'infrastructure']","['innovative mobility', 'engineered mobility', 'micro mobility', 'existing mobility']","[('mobility', 40), ('service', 30), ('micro', 11), ('datum', 11), ('partnership', 10), ('local', 10), ('public', 9), ('city', 9), ('need', 9), ('like', 8)]"
"Interview with Mobility Expert Christian Höber, Co-Founder Pinkbus",11 Aug 2020,"['bus', 'mobility', 'bus', 'transportation', 'pinkbus']","['bus transport', 'bus travel', 'mobility future', 'german mobility']","[('bus', 24), ('travel', 23), ('service', 21), ('mobility', 18), ('long', 17), ('distance', 15), ('need', 15), ('customer', 15), ('route', 12), ('new', 10)]"
How to run a remote design critique ,6 Aug 2020,"['critique', 'session', 'remote', 'collaborative', 'presentation']","['critiques session', 'remote critique', 'critique sessions', 'critiques remote']","[('session', 21), ('critique', 14), ('remote', 10), ('design', 9), ('discussion', 9), ('time', 7), ('follow', 6), ('attendee', 6), ('work', 5), ('important', 5)]"
Futurice launches a new subsidiary: Meltlake,4 Aug 2020,"['microsoft', 'futurice', 'cloud', 'meltlake', 'innovation']","['company futurice', 'technologies futurice', 'consultant futurice', 'microsoft technologies']","[('futurice', 13), ('microsoft', 12), ('meltlake', 11), ('organisation', 9), ('work', 6), ('\n', 6), ('solution', 5), ('technology', 5), ('new', 4), ('subsidiary', 4)]"
A Detailed Look at Camunda BPMN Application Development,3 Aug 2020,"['bpmn', 'interprocess', 'apis', 'service', 'camunda']","['camunda bpmn', 'bpmn application', 'bpmn concepts', 'implementation bpmn']","[('content', 32), ('workflow', 29), ('process', 27), ('slack', 26), ('camunda', 25), ('url', 25), ('bpmn', 24), ('signal', 20), ('google', 20), ('tool', 19)]"
Terraform Recipe for WordPress on Fargate,29 Jul 2020,"['terraform', 'aw', 'cloudfront', 'fargate', 'ef']","['terraform aws', 'fargate terraform', 'aws fargate', 'wordpress aws']","[('cost', 27), ('fargate', 14), ('usd', 14), ('serverless', 13), ('aws', 12), ('aurora', 12), ('day', 10), ('total', 10), ('month', 10), ('wordpress', 8)]"
Smarter energy grid maintenance and development for a more resilient future ,29 Jul 2020,"['renewable', 'electricity', 'infrastructure', 'resilient', 'grid']","['energy grid', 'energy grids', 'renewable energy', 'energy infrastructure']","[('energy', 20), ('grid', 17), ('work', 11), ('datum', 10), ('smart', 6), ('sector', 5), ('stakeholder', 5), ('supply', 5), ('industry', 5), ('time', 4)]"
Interview with Mobility Expert Katharina Wagner,21 Jul 2020,"['mobility', 'automotive', 'traffic', 'trend', 'partnership']","['shared mobility', 'mobility shared', 'new mobility', 'mobility landscape']","[('mobility', 55), ('car', 35), ('city', 29), ('sharing', 24), ('need', 12), ('mode', 11), ('authority', 11), ('business', 11), ('private', 10), ('year', 10)]"
From office to space in 60 seconds,9 Jul 2020,"['satellite', 'satellite', 'skywatch', 'business', 'prototype']","['selling satellite', 'satellite data', 'buying satellite', 'skywatch promising']","[('resolution', 37), ('datum', 29), ('satellite', 21), ('image', 21), ('high', 17), ('area', 13), ('api', 9), ('meter', 9), ('photo', 9), ('available', 8)]"
Leaders build resilience through sharing,6 Jul 2020,"['resilience', 'resilient', 'agile', 'leadership', 'collaboration']","['strengthening resilience', 'build resilience', 'resilience leadership', 'strengthen resilience']","[('resilience', 12), ('leader', 11), ('build', 9), ('way', 8), ('\n', 7), ('challenge', 7), ('new', 7), ('create', 5), ('idea', 5), ('able', 5)]"
Interviewing remotely - did I succeed?,2 Jul 2020,"['interview', 'interview', 'videoconference', 'remotely', 'communicate']","['interviewing remotely', 'remote interviews', 'interview remotely', 'interviewing developers']","[('candidate', 16), ('interview', 13), ('tool', 10), ('present', 6), ('developer', 5), ('remote', 5), ('new', 5), ('futurice', 4), ('face', 4), ('meeting', 4)]"
Building a Resilient Future - Interview with Johannes Stock,1 Jul 2020,"['resilience', 'resilient', 'sustainably', 'innovation', 'insight']","['resilient future', 'introduction resilience', 'building resilient', 'resilience creates']","[('change', 22), ('future', 17), ('employee', 15), ('company', 14), ('need', 9), ('business', 9), ('resilience', 8), ('well', 8), ('resilient', 7), ('world', 7)]"
What Open Source Can Do for Music Making,29 Jun 2020,"['music', 'software', 'midi', 'composer', 'compose']","['source music', 'open source', 'music making', 'open sourced']","[('music', 23), ('open', 9), ('source', 9), ('learn', 7), ('sheet', 7), ('composer', 7), ('instruction', 7), ('software', 6), ('teach', 4), ('way', 4)]"
"Interview with Mobility Expert Ben Steinmetz, MAN",16 Jun 2020,"['mobility', 'traffic', 'transport', 'trend', 'innovate']","['mobility trends', 'mobility landscape', 'new mobility', 'urban mobility']","[('mobility', 52), ('need', 23), ('urban', 21), ('datum', 21), ('transport', 20), ('customer', 14), ('system', 13), ('service', 13), ('company', 12), ('city', 12)]"
Form critique with love,15 Jun 2020,"['critique', 'criticism', 'design', 'critique', 'feedback']","['critique design', 'critique session', 'critique collectively', 'critique sessions']","[('design', 24), ('critique', 14), ('designer', 14), ('viewpoint', 11), ('share', 10), ('work', 7), ('important', 5), ('criticism', 5), ('quality', 4), ('reason', 4)]"
"What’s next, Energy? - An Interview with Jan Hermann",12 Jun 2020,"['future', 'energy', 'renewable', 'sustainability', 'strategy']","['energy business', 'energy industry', 'energy sector', 'energy companies']","[('energy', 30), ('grid', 18), ('company', 14), ('smart', 11), ('like', 10), ('business', 10), ('datum', 10), ('area', 10), ('different', 9), ('problem', 8)]"
Building Futurice into an inclusive workplace,11 Jun 2020,"['inclusivity', 'diversity', 'workplace', 'inclusive', 'futurice']","['inclusive workplace', 'diversity inclusion', 'inclusive leadership', 'inclusive mindset']","[('diversity', 13), ('audit', 12), ('inclusion', 10), ('work', 10), ('futurice', 9), ('understand', 8), ('d&i', 8), ('people', 8), ('inclusive', 7), ('start', 7)]"
"What’s next, Energy? - An Interview with Lauri Anttila",10 Jun 2020,"['electricity', 'energy', 'tesla', 'infrastructure', 'innovation']","['energy innovation', 'managing energy', 'energy sector', 'energy management']","[('energy', 30), ('company', 21), ('solution', 12), ('cloud', 10), ('demand', 8), ('big', 7), ('need', 7), ('datum', 6), ('future', 5), ('work', 5)]"
Business forecasting with Facebook Prophet,9 Jun 2020,"['forecast', 'forecast', 'forecast', 'prophet', 'business']","['forecasting prophet', 'business forecasting', 'forecast prophet', 'use forecast']","[('datum', 53), ('model', 42), ('prophet', 33), ('plot', 31), ('forecast', 29), ('\n', 26), ('like', 22), ('holiday', 21), ('use', 18), ('fig', 18)]"
How to make knowledge transfer work better,9 Jun 2020,"['horseback', 'horse', 'knowledge', 'move', 'fence']","['horse moves', 'lessons horseback', 'commands horse', 'knowledge transfer']","[('knowledge', 14), ('new', 9), ('work', 8), ('way', 8), ('transfer', 7), ('word', 6), ('good', 5), ('documentation', 5), ('use', 4), ('short', 4)]"
Why customer-centricity is key to succeeding in the energy business,8 Jun 2020,"['consumer', 'meter', 'customer', 'infrastructure', 'electricity']","['meters consumers', 'utility meters', 'customer centricity', 'services energy']","[('customer', 42), ('company', 16), ('energy', 14), ('service', 9), ('power', 9), ('centricity', 8), ('experience', 8), ('user', 7), ('new', 6), ('consumer', 6)]"
"What’s next, Energy? - An interview with Pirja Heiskanen",4 Jun 2020,"['energy', 'solar', 'forecast', 'pirja', 'development']","['forecasting energy', 'energy sector', 'energy markets', 'future energy']","[('energy', 18), ('datum', 16), ('production', 13), ('model', 10), ('need', 10), ('time', 9), ('system', 8), ('base', 8), ('analytic', 7), ('build', 6)]"
"Interview with Dr. Martin Vetter, TÜV SÜD",3 Jun 2020,"['mobility', 'traffic', 'urbanization', 'infrastructure', 'automotive']","['urban mobility', 'mobility services', 'mobility trends', 'mobility landscape']","[('mobility', 30), ('datum', 26), ('urban', 18), ('need', 16), ('change', 10), ('future', 9), ('vehicle', 9), ('value', 8), ('area', 8), ('martin', 7)]"
Practical guidelines for spotting machine learning use cases,2 Jun 2020,"['recognize', 'learn', 'classify', 'machine', 'speech']","['learning useful', 'recognizing words', 'machine learning', 'computer learn']","[('machine', 21), ('learning', 16), ('task', 13), ('datum', 9), ('training', 7), ('learn', 7), ('label', 6), ('human', 5), ('predict', 5), ('answer', 5)]"
"What’s next, Energy? - An interview with Emile Stoverinck",1 Jun 2020,"['energy', 'innovation', 'digitalization', 'sector', 'emile']","['energy business', 'innovative energy', 'energy sector', 'energy industry']","[('energy', 19), ('business', 8), ('sector', 7), ('digital', 7), ('company', 7), ('datum', 6), ('work', 6), ('key', 4), ('develop', 4), ('service', 4)]"
Enabling the future of demand response at scale,28 May 2020,"['demand', 'energy', 'infrastructure', 'appliance', 'consumer']","['demand response', 'scale demand', 'implementing demand', 'european energy']","[('energy', 20), ('demand', 18), ('response', 15), ('company', 10), ('service', 9), ('end', 8), ('use', 8), ('power', 7), ('scale', 6), ('design', 6)]"
Cleaner energy production requires automated and AI-augmented energy management,27 May 2020,"['renewable', 'energy', 'automation', 'demand', 'optimise']","['energy management', 'energy production', 'market energy', 'management energy']","[('energy', 25), ('production', 13), ('company', 12), ('market', 11), ('datum', 8), ('optimization', 6), ('ai', 5), ('management', 5), ('change', 5), ('source', 5)]"
"What is our strategy, really?",26 May 2020,"['strategy', 'strategic', 'initiative', 'organisation', 'conversation']","['strategy discussions', 'discussing strategy', 'strategy progressing', 'ai strategic']","[('topic', 30), ('datum', 23), ('strategy', 17), ('discussion', 17), ('ai', 14), ('company', 13), ('\n', 7), ('relate', 7), ('organization', 6), ('people', 6)]"
"OpenResty: a Swiss Army Proxy for Serverless; WAL, Slack, Zapier and Auth",25 May 2020,"['oauth', 'authorization', 'proxy', 'apis', 'ngnix']","['minimal auth', 'proxy iap', 'auth layer', 'proxy overall']","[('proxy', 20), ('need', 14), (' ', 14), ('upstream', 12), ('request', 11), ('terraform', 10), ('openresty', 9), ('slack', 9), ('zapier', 9), ('development', 9)]"
How responsible design can help prevent exclusion,21 May 2020,"['disability', 'accessibility', 'disability', 'impairment', 'inclusive']","['disability design', 'disabilities exclusion', 'accessibility design', 'people disabilities']","[('people', 42), ('impairment', 28), ('website', 24), ('user', 23), ('design', 20), ('content', 20), ('visual', 20), ('service', 19), ('disability', 18), ('experience', 18)]"
"Interview with Mobility Expert Valentin Jahn, CAR2AD ",20 May 2020,"['mobility', 'transport', 'travel', 'traffic', 'carshare']","['urban mobility', 'mobility decisions', 'reinvent mobility', 'new mobility']","[('mobility', 26), ('need', 20), ('user', 14), ('look', 11), ('urban', 10), ('big', 9), ('car2ad', 8), ('new', 8), ('transport', 8), ('understand', 8)]"
A Minimal Serverless Identity Aware Proxy for Google Cloud Run,11 May 2020,"['oauth', 'proxy', 'gcp', 'terraform', 'identity']","['proxy google', 'aware proxies', 'aware proxy', 'minimal oauth']","[('proxy', 7), ('google', 7), ('token', 6), ('identity', 5), ('aware', 5), ('zapier', 5), ('serverless', 4), ('solve', 4), ('access', 4), ('cloud', 3)]"
